transaction_id,card_id,merchant_name,timestamp,amount,location,transaction_type,related_transaction_id,status,pending_balance
196,14,"Perry, Todd and Long",2025-04-02 18:11:46,486.61,"3303 Mary Village, Staten Island, NY 19061",bill_payment,,pending,1106.23
197,38,"Wade, Anderson and Powell",2025-04-02 18:20:48,210.14,"8108 Colleen Road, Queens, NY 13876",p2p_transfer,,pending,1068.78
198,9,Gay and Sons,2025-04-02 19:10:41,145.35,"43 Powell Falls, Youngland, MA 07532",wire_transfer,,declined,856.38
199,48,Williams Ltd,2025-04-02 19:14:43,73.86,"7477 John Road, Rochester, NY 15682",atm_withdrawal,,pending,1994.4
200,16,"Benjamin, Hunter and Mason",2025-04-02 19:19:22,174.06,"8433 Monica View, Brooklyn, NY 16457",atm_withdrawal,,pending,2622.48
201,53,"Jones, Davidson and Hodge",2025-04-02 19:24:58,94.67,"92 John Locks, Niagara Falls, NY 10320",wire_transfer,,pending,582.81
202,39,Reed and Sons,2025-04-02 19:30:24,147.23,"2316 Frank Pass, Brooklyn, NY 13707",bill_payment,,pending,847.6
203,38,Lopez Inc,2025-04-02 19:31:45,190.60,"5582 Ernest Overpass, South Manuelhaven, NJ 04197",wire_transfer,,declined,1068.78
204,11,"Bell, Jones and Ramos",2025-04-02 19:55:59,57.14,"8773 Dixon Burgs, Bronx, NY 19598",p2p_transfer,,pending,1336.02
205,36,"Page, Carney and Jackson",2025-04-02 20:43:57,-131.93,"7582 Ryan Drive, New York, NY 16435",refund,,pending,2484.8600000000006
206,9,"Myers, Holloway and Knapp",2025-04-02 20:56:00,262.46,"832 Kenneth Gateway, Syracuse, NY 19856",purchase,,pending,1118.84
207,39,Scott Ltd,2025-04-02 20:57:04,142.81,"6290 David Loaf, Staten Island, NY 13935",wire_transfer,,pending,990.4100000000001
208,27,Mcdonald Ltd,2025-04-02 21:34:47,139.01,"1103 Johnson Harbor, Troy, NY 10323",wire_transfer,,pending,2558.1499999999996
209,27,"Lopez, Hall and Thompson",2025-04-02 21:51:26,400.31,"2860 David Manors, Troy, NY 15011",p2p_transfer,,pending,2958.4599999999996
210,9,Cunningham Inc,2025-04-02 22:23:46,-333.14,"7870 Shelley Row, Binghamton, NY 19471",refund,,pending,785.6999999999999
211,50,Williams-Davies,2025-04-02 22:42:29,346.15,"1774 Baker Mission, Buffalo, NY 17585",bill_payment,,pending,5011.19
212,26,Allen LLC,2025-04-02 22:45:30,138.39,"8283 David Keys, Rochester, NY 14818",p2p_transfer,,declined,1194.29
213,16,Massey LLC,2025-04-02 23:04:51,487.39,"3531 Garrett Unions, White Plains, NY 14365",wire_transfer,,pending,3109.87
214,42,Smith-Hardin,2025-04-02 23:08:35,336.42,"1983 Carter Rapid, Albany, NY 11009",p2p_transfer,,pending,518.22
215,17,Jackson and Sons,2025-04-02 23:25:03,172.93,"5706 Stephanie Ville, Rochester, NY 18813",atm_withdrawal,,pending,2673.93
216,20,Mann Inc,2025-04-02 23:46:58,-131.53,"6551 Evan Wall, Troy, NY 19093",refund,,pending,53.539999999999964
217,50,"Mann, Berg and Moore",2025-04-02 23:48:19,198.16,"2939 Sheila Wall, Binghamton, NY 17237",atm_withdrawal,,pending,5209.349999999999
218,25,"Rodriguez, Young and Ramos",2025-04-03 01:01:12,113.23,"6800 Reeves Vista, Brooklyn, NY 13215",purchase,,pending,568.4
219,11,Sanchez-Rivera,2025-04-03 01:08:42,365.85,"7557 Jenkins Flats, Pattersonside, NJ 09622",bill_payment,,declined,1336.02
220,10,"Lee, Williams and Williams",2025-04-03 02:25:09,63.98,"7228 Melanie Knolls, Albany, NY 10110",atm_withdrawal,,pending,169.4
221,27,"Walker, Kane and Smith",2025-04-03 02:35:45,77.59,"428 Michelle Court, Diamondborough, PA 15986",purchase,,pending,3036.0499999999997
222,53,"Drake, Lyons and Durham",2025-04-03 02:42:49,251.27,"1561 Lori Run, Bronx, NY 14707",wire_transfer,,pending,834.0799999999999
223,50,Greene-Neal,2025-04-03 04:03:07,242.98,"4947 Marvin Forest, Binghamton, NY 19952",wire_transfer,,pending,5452.329999999999
224,49,Holloway-Campbell,2025-04-03 04:08:13,266.95,"7231 Wang Lakes, Brooklyn, NY 19902",wire_transfer,,pending,3259.17
225,48,Frederick PLC,2025-04-03 04:34:17,5065.05,"1789 Mccall Crescent, Ithaca, NY 15126",wire_transfer,,declined,1994.4
226,25,Cox PLC,2025-04-03 04:35:02,224.21,"4301 Garcia Street, Perkinsside, NJ 03461",purchase,,declined,568.4
227,45,"Trevino, Williams and Martinez",2025-04-03 04:44:27,458.24,"3065 Perez Falls, Cheektowaga, NY 19185",p2p_transfer,,pending,1289.6
228,39,"Kaufman, Rasmussen and Cameron",2025-04-03 06:28:47,-200.34,"2970 Hartman Square, Cheektowaga, NY 10584",refund,,pending,790.07
229,7,"Morris, Gates and Lutz",2025-04-03 06:28:55,186.52,"7539 Jones Knoll, Binghamton, NY 12835",wire_transfer,,pending,229.98000000000002
230,8,"Smith, Garcia and Barton",2025-04-03 06:32:47,37.45,"2525 Hampton Highway, Syracuse, NY 14680",atm_withdrawal,,pending,416.78999999999996
231,41,Galvan-Henderson,2025-04-03 06:40:20,3007.80,"444 Brown Locks, Binghamton, NY 14259",bill_payment,,declined,42.59000000000003
232,34,"Wilson, Jones and Johnson",2025-04-03 06:43:59,-194.99,"4719 Brown Terrace, Albany, NY 17083",refund,,pending,1117.9199999999998
233,50,Boyd Group,2025-04-03 06:46:10,321.48,"4677 Tara Street, Albany, NY 16800",p2p_transfer,,pending,5773.8099999999995
234,48,"Lowery, Cain and Hardin",2025-04-03 06:46:31,11.99,"2782 Webster Lake, Rochester, NY 11733",purchase,,pending,2006.39
235,42,"Martinez, Gill and Martin",2025-04-03 06:47:56,453.06,"7577 Moody Grove, Niagara Falls, NY 11777",p2p_transfer,,pending,971.28
236,44,"Reynolds, Fisher and Mcguire",2025-04-03 07:11:12,-76.32,"6874 Palmer Summit, Veronicaville, CT 09828",refund,,declined,842.23
237,28,"Long, Williams and Shields",2025-04-03 07:18:14,217.10,"3617 Adkins Lakes, Cheektowaga, NY 13251",purchase,,pending,1500.98
238,6,Delacruz Inc,2025-04-03 07:31:04,-84.05,"318 Mercado Bridge, Ithaca, NY 10249",refund,,pending,-199.99
239,52,Cobb LLC,2025-04-03 07:42:12,-170.04,"3765 Schultz Springs, Albany, NY 19615",refund,,pending,2143.9700000000003
240,35,Young Group,2025-04-03 07:54:35,62.23,"5550 Trevor Freeway, Bronx, NY 13752",purchase,,pending,1008.3000000000001
241,39,Erickson PLC,2025-04-03 08:08:58,284.62,"9593 Sutton Groves, Niagara Falls, NY 16585",purchase,,pending,1074.69
242,14,Sherman-Alvarez,2025-04-03 08:15:06,223.30,"2750 Theresa Oval, Utica, NY 13301",p2p_transfer,,pending,1329.53
243,22,Haney Group,2025-04-03 08:33:20,375.65,"3875 Alvarado Expressway, Queens, NY 10247",bill_payment,,pending,797.52
244,33,Rodgers Inc,2025-04-03 08:36:56,413.17,"2694 Oneal Trail, Ithaca, NY 16277",wire_transfer,,pending,492.1
245,46,"Ruiz, Powell and Maldonado",2025-04-03 08:41:47,57.12,"3817 Daniels Highway, Bronx, NY 11132",bill_payment,,pending,621.34
246,5,"Garcia, Davis and Watts",2025-04-03 08:57:35,237.24,"9237 Gutierrez Village, Schenectady, NY 12791",p2p_transfer,,pending,1220.28
247,4,Mejia and Sons,2025-04-03 08:58:54,-275.33,"731 Taylor Dale, Staten Island, NY 16267",refund,,pending,286.02000000000004
248,37,Lawson-Lowe,2025-04-03 08:59:01,472.10,"9940 Brent Square, Ithaca, NY 17944",bill_payment,,pending,722.03
249,7,"Larsen, Cook and Moore",2025-04-03 09:19:09,424.46,"2866 Gonzales Points, Yonkers, NY 12774",p2p_transfer,,pending,654.44
250,13,Reyes PLC,2025-04-03 09:26:29,456.13,"3009 Mcdonald Stream, Niagara Falls, NY 19205",bill_payment,,pending,1317.3200000000002
251,8,"Martinez, Ryan and Johnson",2025-04-03 09:55:48,440.73,"4872 William Prairie, Cheektowaga, NY 16204",wire_transfer,,pending,857.52
252,28,"Wilson, Hart and George",2025-04-03 10:15:12,7.40,"4833 Jennifer Estate, New York, NY 15177",purchase,,pending,1508.38
253,6,Nichols Ltd,2025-04-03 10:36:04,124.83,"3020 Thomas Cape, New York, NY 13850",wire_transfer,,pending,-75.16000000000001
254,47,"Leon, Williams and Gray",2025-04-03 11:03:54,136.53,"7722 Williams Roads, Queens, NY 13327",wire_transfer,,pending,1170.4
255,53,Perry Inc,2025-04-03 11:08:04,94.68,"5604 Valencia Spring, Schenectady, NY 16700",p2p_transfer,,pending,928.76
256,14,"Bond, Henry and Reeves",2025-04-03 11:47:52,46.07,"7747 Mark Wall, Albany, NY 16005",purchase,,pending,1375.6
257,32,Robles-Paul,2025-04-03 12:05:19,396.23,"2690 Smith Track, Queens, NY 11421",p2p_transfer,,pending,1420.02
258,39,"Flores, Long and Byrd",2025-04-03 12:09:56,390.04,"1580 Carly Heights, New Mary, VT 02892",wire_transfer,,declined,1074.69
259,24,Carter Ltd,2025-04-03 12:17:10,-227.38,"341 Wright Forks, Brooklyn, NY 12575",refund,,pending,914.4
260,18,Hansen Ltd,2025-04-03 12:40:47,71.82,"1421 Davis Summit, New York, NY 10511",atm_withdrawal,,pending,37.84000000000003
261,29,Morrow LLC,2025-04-03 12:49:33,5914.20,"5079 Crystal Causeway, Buffalo, NY 18416",wire_transfer,,declined,3370.6
262,40,Allison Ltd,2025-04-03 12:50:46,311.88,"4992 Lauren Terrace, Bronx, NY 19453",wire_transfer,,pending,2013.9700000000003
263,23,"Hughes, Ramirez and Garcia",2025-04-03 13:13:34,223.20,"1760 David Stravenue, Troy, NY 11304",purchase,,pending,965.5799999999999
264,20,Harvey and Sons,2025-04-03 13:35:32,265.46,"3282 Cross Freeway, Staten Island, NY 19972",purchase,,pending,318.99999999999994
265,52,"Malone, Perry and Grant",2025-04-03 13:39:05,151.63,"516 Hogan Curve, Schenectady, NY 14916",atm_withdrawal,,pending,2295.6000000000004
266,41,"Stanley, Potter and Cummings",2025-04-03 13:43:20,97.41,"9253 Michael Brook, Troy, NY 18773",atm_withdrawal,,pending,140.00000000000003
267,33,Williams LLC,2025-04-03 14:13:23,349.52,"9406 Jeffrey Lights, Staten Island, NY 17060",bill_payment,,pending,841.62
268,33,"Bradley, Rocha and Cox",2025-04-03 14:15:36,22.30,"7900 Terry Rest, Cheektowaga, NY 13033",purchase,,pending,863.92
269,2,Chapman-Patrick,2025-04-03 14:18:49,-414.31,"3725 Johnson Common, New York, NY 10697",refund,,pending,525.0
270,41,Powell-Lewis,2025-04-03 14:34:34,36.65,"9303 Harrison Canyon, Syracuse, NY 11470",atm_withdrawal,,pending,176.65000000000003
271,30,"Oconnell, Gutierrez and Best",2025-04-03 14:38:08,54.19,"5111 Alejandro Pines, Binghamton, NY 12913",purchase,,pending,43.69999999999999
272,34,"Baker, Brown and Lopez",2025-04-03 15:11:29,-286.59,"5539 Dawn Stravenue, Lake Brianburgh, TX 77294",refund,,declined,1117.9199999999998
273,12,"Johnson, Jones and Smith",2025-04-03 15:18:26,171.81,"7882 Frank Hill, Binghamton, NY 11644",bill_payment,,pending,1014.0799999999999
274,52,Hernandez-Cochran,2025-04-03 15:28:12,191.93,"9314 Donald Manors, Binghamton, NY 10879",purchase,,pending,2487.53
275,36,Lopez-Lewis,2025-04-03 15:49:29,192.78,"9664 Fox Pass, Brooklyn, NY 19338",atm_withdrawal,,pending,2677.640000000001
276,33,Wood-Atkins,2025-04-03 16:28:32,76.49,"9859 Sean Island, Schenectady, NY 16079",purchase,,pending,940.41
277,52,Lucero Inc,2025-04-03 16:32:07,453.89,"5209 Debra Harbor, Albany, NY 10936",wire_transfer,,pending,2941.42
278,4,Moore-Garrett,2025-04-03 16:45:59,278.06,"5164 Hahn Circles, Ithaca, NY 12819",purchase,,pending,564.08
279,22,"Lucas, Herrera and Dominguez",2025-04-03 16:54:10,227.99,"6399 Ramsey Rapid, Rochester, NY 19789",p2p_transfer,,pending,1025.51
280,35,Ward Inc,2025-04-03 17:40:31,106.29,"7985 Brett Greens, Albany, NY 16396",wire_transfer,,pending,1114.5900000000001
281,51,Grimes LLC,2025-04-03 17:48:48,190.21,"628 Thomas Village, Rochester, NY 13866",atm_withdrawal,,pending,1476.87
282,50,Coleman Group,2025-04-03 17:50:20,209.10,"1999 Angela Well, Binghamton, NY 16509",bill_payment,,pending,5982.91
283,41,Jackson PLC,2025-04-03 18:25:26,1249.65,"8718 Hicks Causeway, Syracuse, NY 10067",p2p_transfer,,pending,1426.3000000000002
284,52,Ewing-Thompson,2025-04-03 18:29:28,-491.05,"3094 Emily Extension, Buffalo, NY 13776",refund,,pending,2450.37
285,22,"Ford, Larson and Sparks",2025-04-03 18:36:53,-422.39,"2943 James Lodge, Binghamton, NY 15723",refund,,pending,603.12
286,43,"Ross, James and Adams",2025-04-03 18:47:41,284.64,"7528 Sarah Mountain, Brooklyn, NY 18954",wire_transfer,,pending,733.6099999999999
287,5,Weaver and Sons,2025-04-03 18:47:48,469.52,"8583 Mckinney Run, New York, NY 16034",bill_payment,,pending,1689.8
288,45,Burns Group,2025-04-03 19:11:36,479.17,"9904 Melissa Fields, West Thomas, VT 02948",bill_payment,,declined,1289.6
289,3,Jacobson-Flores,2025-04-03 19:50:14,223.18,"8678 Dickerson Square, Bronx, NY 16367",p2p_transfer,,pending,4939.639999999999
290,3,White-Clark,2025-04-03 20:25:21,-455.75,"832 Owens Causeway, Brooklyn, NY 18812",refund,,pending,4483.889999999999
291,10,Wagner-Figueroa,2025-04-03 20:49:14,31.14,"7821 Randy Cove, New York, NY 14484",atm_withdrawal,,pending,200.54000000000002
292,20,"Morrow, Norman and Kim",2025-04-03 21:12:56,355.52,"934 Helen Lodge, Cheektowaga, NY 16482",p2p_transfer,,pending,674.52
293,35,Harris LLC,2025-04-03 21:33:03,981.90,"6648 Hammond Crest, Queens, NY 16017",p2p_transfer,,pending,2096.4900000000002
294,54,Jackson-Green,2025-04-03 21:33:42,153.01,"5442 Danielle Knoll, New York, NY 19674",wire_transfer,,pending,913.13
295,12,"Walsh, Turner and Meyer",2025-04-03 21:48:15,236.85,"2644 Joanna Isle, New York, NY 12749",wire_transfer,,pending,1250.9299999999998
296,36,"Olson, Myers and Mcclure",2025-04-03 21:48:40,465.39,"9285 Porter Roads, Utica, NY 19391",bill_payment,,pending,3143.0300000000007
297,28,Foley Group,2025-04-03 21:49:53,1672.50,"6806 Wang Court, Utica, NY 18990",bill_payment,,pending,3180.88
298,6,"Scott, Graham and Santos",2025-04-03 22:01:32,3564.45,"1199 Perry Stravenue, Rochester, NY 19478",bill_payment,,pending,3489.29
299,24,"Rogers, Ellis and Moran",2025-04-03 22:24:39,82.34,"8507 Conrad Roads, Ithaca, NY 19148",bill_payment,,pending,996.74
300,47,Stevenson-Shields,2025-04-03 22:36:31,458.80,"8528 Baker Summit, New York, NY 19754",p2p_transfer,,pending,1629.2
301,53,Miller-Harrison,2025-04-03 22:37:46,462.86,"3788 Oconnor Land, Niagara Falls, NY 18136",p2p_transfer,,pending,1391.62
302,12,"Reese, Goodwin and Meadows",2025-04-03 22:38:03,262.94,"5479 Roberta Ports, Bronx, NY 13346",purchase,,pending,1513.87
303,44,Patterson Ltd,2025-04-03 23:22:35,268.89,"1007 Mcfarland Spur, Ithaca, NY 11878",p2p_transfer,,pending,1111.12
304,39,Wright Ltd,2025-04-03 23:32:48,126.07,"4892 Tamara Track, West Ryanview, VT 01195",wire_transfer,,declined,1074.69
305,6,Lawrence-Stewart,2025-04-04 01:06:33,322.22,"3773 Stevens Prairie, Cheektowaga, NY 10014",bill_payment,,pending,3811.51
306,40,"Vance, Rasmussen and Martin",2025-04-04 01:21:50,184.85,"6070 Schmidt Unions, Queens, NY 10674",bill_payment,,pending,2198.82
307,32,Morgan-Charles,2025-04-04 01:27:33,2237.25,"9861 Bennett Road, White Plains, NY 16023",bill_payment,,pending,3657.27
308,5,Casey-Rogers,2025-04-04 01:28:16,-197.98,"9972 Cross Mountain, Yonkers, NY 19564",refund,,pending,1491.82
309,2,"Thomas, Mathews and Duffy",2025-04-04 01:37:42,-458.76,"8934 Robert Station, Syracuse, NY 18968",refund,,pending,66.24000000000001
310,37,Davis-Miller,2025-04-04 01:51:55,295.16,"2654 Rogers Heights, Cheektowaga, NY 10680",purchase,,pending,1017.19
311,46,Gardner-Todd,2025-04-04 01:52:29,28.14,"8803 Warner Lane, Rogersmouth, PA 16977",purchase,,pending,649.48
312,6,Thomas-Griffin,2025-04-04 02:00:30,284.17,"9844 Brittany Drives, Cheektowaga, NY 11351",wire_transfer,,pending,4095.6800000000003
313,37,Singh-Willis,2025-04-04 02:02:18,306.02,"795 Ricky Courts, Ithaca, NY 14955",wire_transfer,,pending,1323.21
314,7,Morgan Group,2025-04-04 02:10:18,215.78,"162 Gay Road, Troy, NY 18925",purchase,,pending,870.22
315,19,Davis-Harvey,2025-04-04 02:13:56,-145.57,"1359 Erika Inlet, Cheektowaga, NY 13366",refund,,pending,856.06
316,11,Sullivan-Sanchez,2025-04-04 02:24:51,180.59,"7849 Carlson Ranch, Staten Island, NY 14918",wire_transfer,,pending,1516.61
317,31,Strickland Inc,2025-04-04 02:34:34,477.16,"3747 Kramer Island, Troy, NY 15052",bill_payment,,pending,991.7
318,33,Ortiz-Snyder,2025-04-04 02:39:44,208.80,"7141 Kevin Gateway, Utica, NY 16225",purchase,,pending,1149.21
319,38,"Ford, Case and Garner",2025-04-04 03:19:39,446.40,"7235 Bauer Camp, Queens, NY 17124",wire_transfer,,pending,1515.1799999999998
320,41,"Lynch, Campbell and Morrison",2025-04-04 03:27:07,290.49,"4716 Christine Burgs, South Justin, TX 74082",wire_transfer,,declined,1426.3000000000002
321,47,"Harris, Allen and Lopez",2025-04-04 04:01:12,70.64,"9662 Davis Light, Niagara Falls, NY 16870",purchase,,pending,1699.8400000000001
322,39,Martinez-Sullivan,2025-04-04 04:02:16,128.68,"6279 David Light, Syracuse, NY 10218",wire_transfer,,pending,1203.3700000000001
323,36,Mcclure Group,2025-04-04 04:08:28,133.24,"156 Melissa Crossing, Staten Island, NY 13404",atm_withdrawal,,pending,3276.2700000000004
324,28,Mcguire-Franklin,2025-04-04 04:18:38,63.38,"4810 Osborne Square, Fosterfort, CA 97940",p2p_transfer,,declined,3180.88
325,3,Morales-Peck,2025-04-04 04:27:22,-399.38,"7419 Colton Groves, Crystalbury, CT 00996",refund,,declined,4483.889999999999
326,1,James Group,2025-04-04 04:39:18,-52.92,"925 Michael Oval, Syracuse, NY 14558",refund,,pending,232.89999999999998
327,17,"Ramirez, Jones and Cole",2025-04-04 05:07:56,227.45,"7161 Sanchez Squares, Buffalo, NY 14034",purchase,,pending,2901.3799999999997
328,39,Welch-Parker,2025-04-04 05:51:33,137.76,"7247 Fisher Rue, Ithaca, NY 11104",p2p_transfer,,pending,1341.13
329,34,Gonzalez Inc,2025-04-04 05:55:43,137.03,"6450 Stanley Circle, Ithaca, NY 17851",p2p_transfer,,pending,1254.9499999999998
330,38,Wallace Group,2025-04-04 05:59:28,34.68,"5887 Hudson Meadows, Binghamton, NY 19839",purchase,,pending,1549.86
331,45,Cooper Group,2025-04-04 06:05:06,482.09,"6654 Hoover Drive, New York, NY 11270",p2p_transfer,,pending,1771.6899999999998
332,37,Jones-Harvey,2025-04-04 06:11:51,51.94,"9613 Shannon Lights, White Plains, NY 11403",atm_withdrawal,,pending,1375.15
333,45,Ellison-Williams,2025-04-04 06:22:13,-205.37,"9665 Michelle Inlet, Bronx, NY 13952",refund,,pending,1566.3199999999997
334,6,Vega-Johnson,2025-04-04 06:24:20,277.51,"7112 Jones Trail, Niagara Falls, NY 14286",purchase,,pending,4373.1900000000005
335,19,"Zamora, Villa and Nelson",2025-04-04 06:27:09,428.24,"561 Jackson Court, White Plains, NY 16556",p2p_transfer,,pending,1284.3
336,7,"Hubbard, Thompson and Baker",2025-04-04 06:33:18,348.62,"5851 Stone Dale, Albany, NY 18954",p2p_transfer,,pending,1218.8400000000001
337,4,Reyes-Martinez,2025-04-04 06:54:40,456.50,"2233 Crystal Groves, Albany, NY 14201",bill_payment,,pending,1020.58
338,54,Cole-Lara,2025-04-04 07:20:21,-354.83,"6745 Justin Ferry, Cheektowaga, NY 10745",refund,,pending,558.3
339,12,Klein-Hill,2025-04-04 07:22:48,393.71,"7849 Martin Road, Schenectady, NY 19326",wire_transfer,,pending,1907.58
340,47,"Ramirez, Reed and Holland",2025-04-04 07:30:38,-11.96,"6087 Clark Plains, Cheektowaga, NY 17062",refund,,pending,1687.88
341,11,"Tate, Davis and Phillips",2025-04-04 07:33:21,440.03,"675 Rodriguez Parks, Peterbury, CA 90001",wire_transfer,,declined,1516.61
342,17,Conway-White,2025-04-04 08:38:50,174.20,"3065 Nguyen Landing, Cheektowaga, NY 13824",atm_withdrawal,,pending,3075.5799999999995
343,37,"Myers, Clarke and Coleman",2025-04-04 08:46:17,-432.65,"9767 Sanchez Springs, Queens, NY 17009",refund,,pending,942.5000000000001
344,51,Huynh Group,2025-04-04 09:00:30,-27.11,"7774 William Summit, Yonkers, NY 15867",refund,,pending,1449.76
345,50,Morris Group,2025-04-04 09:13:47,76.15,"568 Michael Extensions, Binghamton, NY 12699",wire_transfer,,pending,6059.0599999999995
346,47,Rodriguez-Martin,2025-04-04 09:17:40,66.81,"7924 Peter Grove, Bronx, NY 13927",purchase,,pending,1754.69
347,2,Montgomery Ltd,2025-04-04 09:21:53,85.80,"5872 Stevens Bridge, Troy, NY 10137",p2p_transfer,,pending,152.04000000000002
348,32,"Neal, Bolton and Scott",2025-04-04 09:34:01,394.93,"4639 Kimberly Valley, Yonkers, NY 13132",wire_transfer,,pending,4052.2
349,6,Henry Ltd,2025-04-04 09:53:05,-242.97,"4544 Bryan Estate, Staten Island, NY 11345",refund,,pending,4130.22
350,38,Smith-Wright,2025-04-04 09:55:08,122.84,"560 Timothy Harbors, Troy, NY 14373",bill_payment,,pending,1672.6999999999998
351,18,Bishop LLC,2025-04-04 10:17:27,55.33,"5775 Mitchell Light, Ithaca, NY 17183",p2p_transfer,,pending,93.17000000000003
352,44,"Cruz, Mendez and Rice",2025-04-04 10:20:29,141.48,"226 Terrell Manors, Cheektowaga, NY 16472",bill_payment,,pending,1252.6
353,42,Vazquez-Boyd,2025-04-04 10:24:19,235.80,"9360 Vega Meadows, West Ashleyshire, TX 78803",bill_payment,,declined,971.28
354,47,Wilson-Bell,2025-04-04 10:39:18,52.51,"7397 Williams Burgs, Schenectady, NY 12250",atm_withdrawal,,pending,1807.2
355,36,Hardin-Thomas,2025-04-04 10:46:06,456.71,"2640 Rush Ranch, Albany, NY 19001",wire_transfer,,pending,3732.9800000000005
356,35,"Conner, Duncan and Taylor",2025-04-04 10:49:51,418.07,"7210 Janet Branch, New Chadland, NJ 06554",p2p_transfer,,declined,2096.4900000000002
357,51,"Washington, Foley and Arroyo",2025-04-04 11:19:23,83.44,"8274 Oneill Circle, Cheektowaga, NY 12262",wire_transfer,,pending,1533.2
358,17,"Smith, Owens and Wade",2025-04-04 11:20:29,358.41,"1508 Harding Stravenue, White Plains, NY 11626",p2p_transfer,,pending,3433.9899999999993
359,41,Vaughn-Rivera,2025-04-04 11:49:35,167.92,"1346 Aaron Neck, Binghamton, NY 12384",purchase,,pending,1594.2200000000003
360,2,"Love, Hudson and Hall",2025-04-04 12:10:52,287.09,"1572 Michelle Stravenue, Brooklyn, NY 12672",p2p_transfer,,pending,439.13
361,47,Buchanan Group,2025-04-04 12:11:10,154.91,"445 Gregory Path, Port Davidhaven, MA 02673",wire_transfer,,declined,1807.2
362,12,Carlson-Rhodes,2025-04-04 12:14:33,92.12,"4959 Hall Crossroad, New York, NY 16014",atm_withdrawal,,pending,1999.6999999999998
363,16,Jackson Ltd,2025-04-04 12:29:43,-291.32,"8262 Scott Vista, Rochester, NY 17349",refund,,pending,2818.5499999999997
364,43,Alexander LLC,2025-04-04 12:31:58,3942.15,"4004 Kristin Summit, Amandafort, IL 68900",p2p_transfer,,declined,733.6099999999999
365,34,Gardner Group,2025-04-04 12:37:00,318.74,"4376 Candace Burg, Bronx, NY 12501",p2p_transfer,,pending,1573.6899999999998
366,52,"Reed, Clay and Perkins",2025-04-04 12:41:18,463.96,"1519 Melissa Fields, Troy, NY 16394",p2p_transfer,,pending,2914.33
367,54,Smith-Chapman,2025-04-04 13:02:23,142.34,"6368 Salazar Summit, Yonkers, NY 11008",atm_withdrawal,,pending,700.64
368,18,Carpenter-Lee,2025-04-04 13:03:43,373.89,"732 Edwards Circle, Brooklyn, NY 11564",bill_payment,,pending,467.06
369,5,Dorsey-Beltran,2025-04-04 13:05:43,221.92,"3623 Lisa Drive, Rochester, NY 11324",wire_transfer,,pending,1713.74
370,22,"Crawford, Pitts and Sexton",2025-04-04 13:12:17,218.28,"1065 Hannah Cape, Syracuse, NY 16573",purchase,,pending,821.4
371,36,Perry-Anderson,2025-04-04 14:13:40,417.37,"7433 Beverly Forks, Brooklyn, NY 19576",wire_transfer,,pending,4150.35
372,1,Delgado-Henson,2025-04-04 14:37:10,139.76,"583 Melissa Shoal, Utica, NY 15536",atm_withdrawal,,pending,372.65999999999997
373,29,"Eaton, Benjamin and Patterson",2025-04-04 15:05:11,50.49,"8705 Haynes Expressway, Troy, NY 14993",atm_withdrawal,,pending,3421.0899999999997
374,50,"Keller, Torres and Oneill",2025-04-04 15:16:48,327.06,"1745 Pittman Route, Utica, NY 10793",wire_transfer,,pending,6386.12
375,26,Miller-Reid,2025-04-04 16:02:18,88.05,"7939 Herman Terrace, Syracuse, NY 18885",atm_withdrawal,,declined,1194.29
376,46,"Gonzalez, Welch and Moore",2025-04-04 16:25:32,241.28,"297 Adams Gateway, Troy, NY 19562",purchase,,pending,890.76
377,53,"Gilmore, Sharp and Walsh",2025-04-04 16:34:47,139.50,"9587 Robert Mews, White Plains, NY 10961",purchase,,pending,1531.12
378,18,Contreras-Hayes,2025-04-04 16:42:05,20.51,"2273 Hawkins Extensions, Cheektowaga, NY 11116",atm_withdrawal,,pending,487.57
379,25,Smith LLC,2025-04-04 17:28:58,396.80,"2567 Hale Trail, Syracuse, NY 13519",bill_payment,,pending,965.2
380,31,Turner-Taylor,2025-04-04 17:31:43,165.38,"9902 Christopher Row, Staten Island, NY 18899",purchase,,pending,1157.08
381,13,Wilson-Olson,2025-04-04 18:07:32,72.11,"7866 Victor Grove, Ithaca, NY 10880",purchase,,pending,1389.43
382,32,Cooper-Garcia,2025-04-04 18:11:47,-342.38,"1199 Clark Tunnel, Binghamton, NY 10532",refund,,pending,3709.8199999999997
383,14,Garrison-Moore,2025-04-04 18:29:30,360.59,"2087 Megan Summit, Schenectady, NY 11228",wire_transfer,,pending,1736.1899999999998
384,27,Murphy-Malone,2025-04-04 18:48:48,323.22,"5030 Stewart Plaza, Syracuse, NY 17007",p2p_transfer,,pending,3359.2699999999995
385,37,Mccoy PLC,2025-04-04 18:51:36,336.75,"1964 Thompson Loop, Ithaca, NY 19954",wire_transfer,,pending,1279.25
386,44,"Lynch, Alexander and Torres",2025-04-04 19:18:16,217.48,"887 Giles Unions, Utica, NY 16187",p2p_transfer,,pending,1470.08
387,38,"Scott, Tate and Robertson",2025-04-04 19:40:13,227.84,"933 Megan Fall, Queens, NY 19788",p2p_transfer,,pending,1900.5399999999997
388,26,Brown PLC,2025-04-04 19:49:30,-214.65,"9768 Miller Circles, Brooklyn, NY 16714",refund,,pending,979.64
389,31,Bennett LLC,2025-04-04 19:55:16,-436.65,"3179 White Street, Ithaca, NY 14501",refund,,pending,720.43
